"id","event_id","lang","title","teaser","content"
348,174,en,seminar,seminar,<p>&nbsp;&nbsp;&nbsp;</p>
349,175,ru,Открытие новой экспозиции  Музея читателя «Художественные вузы и библиотека».,"Выставка рассказывает о многолетнем творческом сотрудничестве преподавателей и  нескольких поколений студентов учебных заведений  с библиотекой, созданной 95 лет назад.","<p>Выставка рассказывает о многолетнем творческом сотрудничестве преподавателей и &nbsp;нескольких поколений студентов учебных заведений&nbsp; с библиотекой, созданной 95 лет назад.</p>
<p>Интересные факты раскрываются с помощью документов, архивных материалов, воспоминаний читателей, изданий с дарственными надписями, фотографий, а также созданных в стенах библиотеки художественных произведений и научных трудов.</p>
<p>Впервые экспонатами выставки стали документы, подтверждающие тесное общение сотрудников библиотеки не только с художниками, артистами и режиссерами, но и с выдающимися учеными, занимающимися проблемами искусства и театра.</p>"
350,175,en,exhibition,exhibition,<p>exhibition</p>
351,176,ru,Лекция «Основы кинопроизводства»,"Лектор - Дмитрий Метелица,  выпускник филиала Нью-Йоркской киноакадемии, отделения «Продюсер кино». ","<p>Лектор - Дмитрий Метелица, &nbsp;выпускник филиала Нью-Йоркской киноакадемии, отделения &laquo;Продюсер кино&raquo;. За время своей кинематографической деятельности работал ассистентом режиссера, скрипт-супервайзером, вторым режиссером. В его фильмографии такие кинопроекты, как картина &laquo;Викинг&raquo; реж. Андрей Кравчук, &laquo;Иду спасать людей&raquo; реж. Вагиф Мустафаев, &laquo;Хроники пропавшей экспедиции&raquo; реж. Федор Торстенсен.</p>"
352,176,en,lecture,lecture,<p>&nbsp;&nbsp;&nbsp;</p>
353,177,ru, Выставка лаковой миниатюры на камне  «О России с любовью»,"Художник лаковой миниатюры на камне Новиков А.В. - член Союза художников России, член Ассоциации декоративно - прикладного искусства, член Международного художественного фонда. ","<p>Художник лаковой миниатюры на камне Новиков А.В. - член Союза художников России, член Ассоциации декоративно - прикладного искусства, член Международного художественного фонда. Постоянный участник всероссийских и международных выставок.</p>
<p>Мастер находится в постоянном творческом поиске и занимается разработкой новых технологий. Его лаковая миниатюрная живопись и иконопись на минералах получила признание во всем мире. Работы автора хранятся в музеях и частных коллекциях в России, США, Бельгии, Франции, Германии, Ирландии и Италии, в монастырях России и Святого Афона в Греции.</p>"
354,177,en,exhibition,exhibition,<p>&nbsp;&nbsp;&nbsp;&nbsp;</p>
355,178,ru,Концерт фортепианной музыки «Белый рояль»,Музыкальный вечер с участием педагогов и студентов кафедры фортепиано РАМ им. Гнесиных (зав. кафедрой В.М. Тропп).,"<p>Музыкальный вечер с участием педагогов и студентов кафедры фортепиано РАМ им. Гнесиных (зав. кафедрой В.М. Тропп).</p>
<p>Концерт из цикла &laquo;Вечера на Дмитровке&raquo; откроет сезон 2017-2018 гг.</p>"
356,178,en,concert,concert,<p>&nbsp;&nbsp;</p>
357,179,ru,Презентация книги «Исторический этикет»,"Свою новую книгу  «Исторический этикет» представит доктор философских наук, профессор М.И. Козьякова.","<p>Свою новую книгу&nbsp; &laquo;Исторический этикет&raquo; представит доктор философских наук, профессор М.И. Козьякова.</p>
<p>На встрече будут затронуты вопросы происхождения истории становления и развития европейского этикета.</p>
<p>Приглашаются сотрудники библиотек, музеев, преподавателей истории культуры.</p>"
358,179,en,presentation,book presentation,<p>&nbsp;&nbsp;&nbsp;</p>
359,180,ru,Февральская встреча клуба «Книга художника»,Встречи с  художниками-иллюстраторами ,"<p>В программе встречи:</p>
<p>Встреча с художником Дарьей Кротовой и представление ее новых художественных проектов.</p>
<p>Встреча с московской художницей Елизаветой Ольшанской</p>
<p>Доклад художника Марии Титовой &laquo;От печатной графики к зинам&raquo;</p>
<p>Мария Титова &ndash; выпускница МГХПА им. Строганова, студии Бориса Трофимова. С 2010-х гг. занимается ручной печатью и изданием зинов.</p>"
360,180,en,club meeting,club meeting,<p>&nbsp;&nbsp;</p>
361,181,ru,Вокально-инструментальный концерт «Дыхание весны»,"Концерт с участием солистов Центра оперного пения Галины Вишневской в музыкальном сопровождении гобоя, скрипки, альта и виолончели.","<p>&nbsp;Концерт с участием солистов Центра оперного пения Галины Вишневской в музыкальном сопровождении гобоя, скрипки, альта и виолончели. Исполнители: А. Сыч &ndash; скрипка, В. Синельникова &ndash; виолончель, М. Шапарь &ndash; гобой.</p>"
362,181,en,concert,concert,<p>&nbsp;&nbsp;&nbsp;</p>
363,182,ru,Книжно-иллюстративные выставки из цикла «Юбилеи года» в феврале,"Отдел Абонемента РГБИ проводит в феврале выставки посвященные юбилеям: Чарльза Диккенса, Карло Гольдони. Джоаккино Россини","<p>&nbsp;</p>
<p>Отдел Абонемента РГБИ проводит в феврале выставки посвященные памятным датам :</p>
<ul>
<li>225 лет&nbsp;со дня рождения выдающегося итальянсого композитора XIX века Джоаккино Россини (1792-1868). .</li>
<li>310 лет со дня рождения знаменитого венецианского драматурга Карло Гольдони (1707-1793).</li>
<li>205 лет со дня рождения одного из величайших английских писателей, классика мировой литературы Чарльза Джона Хаффема Диккенса (1812-1870)</li>
</ul>
<p>&nbsp;</p>"
364,182,en,book exhibition,book exhibition,<p>&nbsp;&nbsp;&nbsp;&nbsp; </p>
365,183,ru,Выставка «Памятники Бахчисарая в объективе фотокамеры 1910-е гг.»,Выставка о Бахчисарае и его жителях,"<p>Выставка впервые рассказывает о Бахчисарае и его жителях в последние годы перед революцией 1917.&nbsp; В экспозиции представлена уникальная коллекция РГБИ - фотографии Бахчисарая столетней давности, которые отражают культуру крымских татар и&nbsp; памятники, многие из которых давно утрачены.</p>
<p>Экспозиция посвящена трем юбилеям: 100-летию со дня основания Бахчисарайского музея, 140-летию его основателя и первого директора Усеина Боданинского, 95-летию РГБИ.</p>
<p>Партнеры выставки: Бахчисарайский историко-культурный и архитектурный музей-заповедник, Политехнический музей.</p>
<p>Открытие выставки состоится 9 марта в 18.00.</p>
<p>&nbsp;</p>"
366,183,en,exhibition ,exhibition,<p>&laquo;Памятники Бахчисарая в объективе фотокамеры 1910-е гг.&raquo;</p>
367,184,ru,"Лекция А.А. Подмазо ""Двухвековая путаница. О портретах Михаила Голицына, считавшихся портретами Франца Лефорта и Петра I""",Лекцию проводит известный историк я А.А. Подмазо,"<p>Бурные события, которыми изобилует история России, привели к тому, что многие портреты известных ранее людей стали либо портретами неизвестных, либо получили другие, не соответствующие изображенным лицам подписи.</p>
<p>Об истории более, чем двухвековой путаницы, о портретах Михаила Голицына, считавшихся портретами Франца Лефорта и Петра I, расскажет известный историк Александр Подмазо</p>"
368,184,en,"lecture Лекция А.А. Подмазо ""Двухвековая путаница. О портретах Михаила Голицына, считавшихся портретами Франца Лефорта и Петра I""","lecture Лекция А.А. Подмазо ""Двухвековая путаница. О портретах Михаила Голицына, считавшихся портретами Франца Лефорта и Петра I""",<p>lecture</p>
369,185,ru,Камерный концерт из цикла «Вечера на Дмитровке»,концерт из цикла «Вечера на Дмитровке»,"<p style=""text-align: justify;""><span style=""font-size: small;"">В исполнении лауреата международных конкурсов Филиппа Крылова (скрипка) прозвучит &laquo;Концерт для скрипки с оркестром&raquo; Брамса. Партию фортепиано исполнит доцент МГК им. П.И. Чайковского, лауреат российских и международных конкурсов Станислав Дяченко. Солистка оркестра Большого театра России Диана Лотакова исполнит &laquo;Сонату для флейты&raquo; Ж.М. Леклера и &laquo;Балладу&raquo; швейцарского композитора Франка Мартена.</span></p>
<p style=""text-align: justify;""><span style=""font-size: small;"">&nbsp;</span></p>"
370,185,en,Concert из цикла «Вечера на Дмитровке»,Concert из цикла «Вечера на Дмитровке»,"<p><span>В исполнении лауреата международных конкурсов Филиппа Крылова (скрипка) прозвучит &laquo;Концерт для скрипки с оркестром&raquo; Брамса. Партию фортепиано исполнит доцент МГК им. П.И. Чайковского, лауреат российских и международных конкурсов Станислав Дяченко. Солистка оркестра Большого театра России Диана Лотакова исполнит &laquo;Сонату для флейты&raquo; Ж.М. Леклера и &laquo;Балладу&raquo; швейцарского композитора Франка Мартена.</span></p>
<p><span>&nbsp;</span></p>
<div><span><br /></span></div>"
371,186,ru,Лекция-экскурсия И.В. Зайцева «Традиционная застройка Бахчисарая»,Доктор исторических наук И.В.Зайцев расскажет об особенностях планировки Бахчисарая,"<p>Доктор исторических наук, ВРИО директора ИНИОН РАН И.В.Зайцев расскажет об особенностях планировки Бахчисарая как восточного города, традициях строительства жилых домов, организации пространства вокруг них, устройстве фонтанов и других особенностях этого города</p>"
372,186,en,lecture Лекция-экскурсия И.В. Зайцева «Традиционная застройка Бахчисарая»,lecture Доктор исторических наук И.В.Зайцев расскажет об особенностях планировки Бахчисарая,"<p>Доктор исторических наук, ВРИО директора ИНИОН РАН И.В.Зайцев расскажет об особенностях планировки Бахчисарая как восточного города, традициях строительства жилых домов, организации пространства вокруг них, устройстве фонтанов и других особенностях этого города</p>"
373,187,ru,"Всероссийский научно-практический семинар «Специальные коллекции в библиотеках. Вопросы формирования, описания и сохранности»",Всероссийский научно-практический семинар,"<p>Актуальность темы семинара определена важностью специальных коллекций в сохранении культурного наследия. Планируется обсудить вопросы описания коллекций изоизданий, методики формирования баз данных, их сохранности и использования.</p>
<p>В программе мероприятия презентация первого методического пособия по теме &laquo;Работа с изобразительными материалами в библиотеках&raquo;</p>"
374,187,en,"Seminar «Специальные коллекции в библиотеках. Вопросы формирования, описания и сохранности»","seminar «Специальные коллекции в библиотеках. Вопросы формирования, описания и сохранности»","<p>&laquo;Специальные коллекции в библиотеках. Вопросы формирования, описания и сохранности&raquo;</p>"
375,188,ru,Вечер крымско-татарской поэзии,Вечер крымско-татарской поэзии,"<p>На вечере крымскотатарской поэзии выступит профессор, доктор физико-математических наук Айдын Эшреф Шемьи-заде. Он расскажет об истории и развитии крымско-татарской поэзии, &nbsp;прочтет стихи на крымско-татарском и русском языках.</p>"
376,188,en,Poetry evening,Poetry evening,<p>Poetry evening</p>
377,189,ru,Киновечер «Образ легендарного разбойника Алима в отечественном кинематографе»,Киновечер при участии Госфильмофонда России и коллекционера Низами Ибраимова.,"<p>В программе &nbsp;рассказ о судьбе крымско-татарского народного героя Алима Азамата оглу (1916 &ndash; вторая &nbsp;пол. XIX в.), романтизации его образа в легендах, романах и пьесах кон. XIX - нач. XX вв. и в отечественном кино; показ фильмов &laquo;Алим &ndash; крымский разбойник&raquo; (1916) и &laquo;Алим&raquo; (1926).</p>
<p>Вечер пройдет &nbsp;при участии Госфильмофонда России и коллекционера Низами Ибраимова.</p>"
378,189,en,A movie evening,A movie evening,"<p>Watching films&nbsp;&laquo;Алим &ndash; крымский разбойник&raquo; (1916), &laquo;Алим&raquo; (1926)</p>"
379,190,ru,Презентация книги Марины Райкиной  «За кулисами. Москва театральная».,Известный театральный журналист Марина Райкина представит свою новую книгу,"<p>Известный театральный журналист Марина Райкина представит свою новую книгу, в которой увлекательно рассказала о таких театрах, как МХАТ, &laquo;Современник&raquo;, Театр сатиры, Театр на Таганке, &laquo;Табакерка&raquo;, Театр им. Маяковского, наш &laquo;Театриум&raquo;, Театр им. Моссовета и др.</p>"
380,190,en,Presentation of the book «За кулисами. Москва театральная»,Presentation of the book «За кулисами. Москва театральная»,<p>Presentation of the book&nbsp;&laquo;За кулисами. Москва театральная&raquo;</p>
381,191,ru,Выставка «Актеры и роли. Портретная галерея артистов России в сценических образах».,Выставка «Актеры и роли. Портретная галерея артистов России в сценических образах».,"<p style=""text-align: left;"">Выставка представит новые работы &nbsp;- московских живописцев и графиков &nbsp;Сергея Алдушкина, Ирины Ганиной, Натальи Зайцевой, Ольги Куриловой, Антона и Анастасии Лобовых.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p style=""text-align: left;"">28 марта состоится презентация проекта, на которую приглашены художники и их модели &ndash; артисты московских театров</p>"
382,191,en,Exhibition «Актеры и роли. Портретная галерея артистов России в сценических образах».,Exhibition«Актеры и роли. Портретная галерея артистов России в сценических образах».,<p>Exhibition</p>
383,192,ru,Заседание клуба «Книга художника»,Заседание клуба «Книга художника»,"<p>На заседании клуба свое творчество представит художник Кира Матиссен. С сообщением о&nbsp; фестивале комиксов ""Комиссия&raquo; выступит Александр Кунин</p>"
384,192,en,Club meeting,Club meeting,<p>Club meeting</p>
385,193,ru,"Концерт из цикла «Молодые исполнители», посвященный Международному дню театра","Концерт из цикла «Молодые исполнители», посвященный Международному дню театра","<p>В концерте принимают участие выпускники Государственной классической академии им. Маймонида, лауреаты международных конкурсов Андрей Мазов (баритон), Жанна Гаджиева (сопрано). В программе прозвучат арии и дуэты из опер П.И. Чайковского, Н.А. Римского-Корсакова, И.Ф. Стравинского, В.А. Моцарта, Ш. Гуно и других композиторов.</p>"
386,193,en,Concert из цикла «Вечера на Дмитровке»,Concert из цикла «Вечера на Дмитровке»,<p>Concert из цикла &laquo;Вечера на Дмитровке&raquo;</p>
387,194,ru,Научно-познавательный проект «Открываем  мир вместе»,Научно-познавательный проект «Открываем  мир вместе»,"<p>Открытие проекта &laquo;Открываем&nbsp; мир вместе&raquo;, посвященного Году экологии.&nbsp; В программе:&nbsp; представление выставки&nbsp; художницы Елены Яременко-Лю, работ учащихся семейных групп ГМИИ им. А.С.Пушкина. Выставка познакомит детей и родителей &nbsp;с историей и культурными традициями Китая, книгами по искусству Поднебесной из фондов РГБИ</p>"
388,194,en,Project «Открываем  мир вместе»,Project,<p>Project &laquo;Открываем &nbsp;мир вместе&raquo;</p>
389,195,ru,Презентация книги Ирины Захаровой «Волшебное путешествие в Пекин»,Презентация книги Ирины Захаровой «Волшебное путешествие в Пекин»,"<p>Искусствовед, научный сотрудник ГМИ им. Пушкина, исследователь-китаист Ирина Захарова более 20 лет прожила в Пекине, изучая его историю, традиции, культуру. Ее книга адресована детям, для которых знакомство с удивительным миром китайской культуры становится сказочным открытием-путешествием</p>"
390,195,en,Presentation of the book,Presentation of the book,<p>Presentation of the book</p>
391,196,ru,Интерактивная программа для детей «Праздник китайской весны»,Интерактивная программа для детей «Праздник китайской весны»,"<p>Искусствовед, научный сотрудник ГМИ им. Пушкина, исследователь-китаист Ирина Захарова расскажет о традициях китайских праздников, проведет занятие с детьми по книгам о костюме, искусстве Китая, хранящихся в фондах РГБИ</p>"
392,196,en,Interactive program,Interactive program,<p>Interactive program&nbsp;&laquo;Праздник китайской весны&raquo;</p>
393,197,ru,Регулярный семинар «Психология и практика искусства»,Регулярный семинар «Психология и практика искусства»,"<p>Цикл семинаров организован РГБИ, кафедрой психологии личности факультета психологии МГУ им. М.В. Ломоносова и Центром музыкально-пластического развития &laquo;Гептахор&raquo; им. С.Д. Рудневой.&nbsp;</p>"
394,197,en,Seminar ,Seminar,<p>Seminar</p>
395,198,ru,Профессиональная встреча  с директором московской библиотеки им. Ф.М. Достоевского Андреем Лисицким,Профессиональная встреча  с директором московской библиотеки им. Ф.М. Достоевского Андреем Лисицким,"<p>Речь пойдет на встрече об опыте &laquo;переформатирования&raquo; библиотеки им. Ф. М. Достоевского из &laquo;городской гостиной&raquo; в пользующийся популярностью среди молодежного сообщества и горожан среднего возраста культурно-просветительный и информационный центр с &laquo;новой&raquo; специализацией &ndash; &laquo;Библиотеку разговор пойдет об интереснейших проектах, реализуемых библиотекой: &laquo;Достоевский на каждый день&raquo;, &laquo;Урбанистические завтраки&raquo; и &laquo;Город в словах&raquo;.</p>"
396,198,en,Meeting,Meeting,<p>Meeting</p>
397,199,ru,Книжная выставка в «Архитектура и экология»,"В фонде РГБИ хранятся книги, освещающие разные аспекты взаимодействия архитектуры и природы, архитектуры и окружающей среды, архитектуры и экологии. На выставке  также будут представлены каталоги фестиваля инновационных технологий в архитектуре и строительстве «Зеленый проект», книги по проблемам урбанизма и развития городов","<p>В фонде РГБИ хранятся книги, освещающие разные аспекты взаимодействия архитектуры и природы, архитектуры и окружающей среды, архитектуры и экологии. На выставке &nbsp;также будут представлены каталоги фестиваля инновационных технологий в архитектуре и строительстве &laquo;Зеленый проект&raquo;, книги по проблемам урбанизма и развития городов</p>"
398,199,en,exhibition book,exhibition book,<p>Exhibition book</p>
399,200,ru,Книжная выставка «Владимир Маканин. К 80-летию писателя»,"На выставке представлены все знаковые произведения писателя: романы «Андеграунд, или Герой нашего времени», «Асан», «Испуг», «Две сестры и Кандинский», а также повести и рассказы разных лет","<p>13 марта 1937г. родился Владимир Семёнович Маканин, признанный мастер современной русской прозы, лауреат литературных премий &laquo;Большая книга&raquo;, &laquo;Русский Букер&raquo;, &laquo;Ясная Поляна&raquo;. На выставке представлены все знаковые произведения писателя: романы &laquo;Андеграунд, или Герой нашего времени&raquo;, &laquo;Асан&raquo;, &laquo;Испуг&raquo;, &laquo;Две сестры и Кандинский&raquo;, а также повести и рассказы разных лет.</p>"
400,200,en,exhibition book,exhibition book,<p>Exhibition book</p>
401,201,ru,Книжная выставка «Уроки Валентина Распутина»,"Его знаменитые книги «Уроки французского», «Прощание с Матёрой», «Живи и помни», произведения последних лет «Дочь Ивана, мать Ивана», «Байкал предо мною», воспоминания современников о В.П. Распутине представлены на юбилейной выставке.","<p>15 марта исполнилось бы 80 лет классику русской литературы &nbsp;Валентину Григорьевичу Распутину (1937-2015). Его знаменитые книги &laquo;Уроки французского&raquo;, &laquo;Прощание с Матёрой&raquo;, &laquo;Живи и помни&raquo;, произведения последних лет &laquo;Дочь Ивана, мать Ивана&raquo;, &laquo;Байкал предо мною&raquo;, воспоминания современников о В.П. Распутине представлены на юбилейной выставке.</p>"
402,201,en,Exhibition book,Exhibition book,<p>Exhibition book</p>
403,202,ru,Книжная выставка  «Ростропович и его современники»,"Выставка знакомит с книгами о его жизни и творчеству искусствоведа Т. Грум-Гржимайло, мемуарами Б. Покровского, В. Атлантова, Г. Вишневской, А. Шнитке, Л. Додина, исследованием об истории семей Столлей - Ростроповичей от XVIII века до наших дней.","<p>27 марта отмечается 90 лет со дня рождения выдающегося виолончелиста, пианиста и дирижёра Мстислава Леопольдовича Ростроповича (1927-2007). Выставка знакомит с книгами о его жизни и творчеству искусствоведа Т. Грум-Гржимайло, мемуарами Б. Покровского, В. Атлантова, Г. Вишневской, А. Шнитке, Л. Додина, исследованием об истории семей Столлей - Ростроповичей от XVIII века до наших дней.</p>"
404,202,en,Exhibition book,Exhibition book,<p>Exhibition book &nbsp;&nbsp;&laquo;Ростропович и его современники&raquo;</p>
405,203,ru,Выставка «Тайны красной обуви»,Выставка «Тайны красной обуви» посвящена многовековой истории красной обуви,"<p>Выставка &laquo;Тайны красной обуви&raquo; посвящена многовековой истории красной обуви.</p>
<p>В экспозиции представлена обувь и обувные аксессуары из крупнейшей в мире коллекции Назима Мустафаева.</p>
<p>Дополнят выставку уникальные книги и альбомы, посвященные многовековой истории обуви из фонда РГБИ.</p>
<p>Среди них одно из последних изданий &mdash; альбом &laquo;Красная туфелька&raquo; о &laquo;коллекции внутри коллекции&raquo;, обуви красного цвета. В книге рассказывается о редких коллекционных моделях обуви разных времен и стран, бережно собранных настоящим мастером на протяжении многих лет.</p>"
406,203,en,exhibition,exhibition,<p>exhibition</p>
407,204,ru,Регулярный семинар «Психология и практика искусства»,"Цикл семинаров организован РГБИ, кафедрой психологии личности факультета психологии МГУ им. М.В. Ломоносова и Центром музыкально-пластического развития «Гептахор» им. С.Д. Рудневой.","<p>Цикл семинаров организован РГБИ, кафедрой психологии личности факультета психологии МГУ им. М.В. Ломоносова и Центром музыкально-пластического развития &laquo;Гептахор&raquo; им. С.Д. Рудневой.</p>
<p>Цель семинара &mdash; свободное обсуждение на библиотечной площадке актуальных проблем психологии искусства и творчества, а также арт-терапевтических психологических практик</p>"
408,204,en,seminar,seminar,<p>seminar</p>
409,205,ru,Апрельская встреча в клубе «Книга художника»,"Очередная встреча клуба ""Книга художника"" пройдет в апреле ","<p>В программе встречи:</p>
<p>1.Представление работ Елены Головановой-Старенко - станкового живописца, графика, иллюстратора, декоратора, стилиста, реставратора, журналиста. Голованова-Старенко занимается рукописной рисованной авторской книгой, где выступает одновременно как автор текста и иллюстраций.</p>
<p>2.Выставка новых работ Сергея Якунина &ndash; театрального художника, художника-постановщика, бук-артиста.</p>
<p>3.Презентация новых работ Киры Матиссен (российский медиа-художник).</p>"
410,205,en,club meeting,club meeting,<p>club meeting</p>
411,206,ru,Акция «Библионочь -2017 в РГБИ»,Тема акции «Библионочь – 2017» - «Новое прочтение»,"<p style=""color: #000000; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: 'Times New Roman'; font-size: medium; font-style: normal; font-weight: normal; word-spacing: 0px; white-space: normal; orphans: 2; widows: 2; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">Тема акции &laquo;Библионочь &ndash; 2017&raquo; - &laquo;Новое прочтение&raquo;.</p>
<p style=""color: #000000; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: 'Times New Roman'; font-size: medium; font-style: normal; font-weight: normal; word-spacing: 0px; white-space: normal; orphans: 2; widows: 2; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">В программе: экскурсии, выставки, мастер-классы, кинопоказы, концерт, театральные представления, лекция, буккроссинг.</p>
<p style=""color: #000000; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: 'Times New Roman'; font-size: medium; font-style: normal; font-weight: normal; word-spacing: 0px; white-space: normal; orphans: 2; widows: 2; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;""><a href=""/ru/news/1151/"" data-cke-saved-href=""http://liart.ru/ru/news/1151/""><span style=""text-decoration: underline;""><span style=""color: #0066cc;"">Программа акции</span></span></a></p>"
412,206,en,biblionight -2017,biblionight,"<p><span style=""color: #006621; font-family: arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; white-space: nowrap; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">biblionight</span></p>"
413,207,ru,Презентация новых номеров журнала «Современная драматургия»,"Очередной вечер журнала «Современная драматургия», на котором состоится презентация новых номеров издания. Более 30 лет журнал публикует лучшие пьесы российских и зарубежных авторов. ","<p>Очередной вечер журнала &laquo;Современная драматургия&raquo;, на котором состоится презентация новых номеров издания.&nbsp;Более 30 лет журнал публикует лучшие пьесы российских и зарубежных авторов. Большинство пьес, появившихся на его страницах, обретают сценическую жизнь.</p>
<p>Ведущий вечера &ndash; главный редактор журнала &laquo;Современная драматургия&raquo; А.Р. Волчанский.</p>"
414,207,en,meeting,meeting,<p>meeting</p>
415,208,ru,Обзор журналов по архитектуре и градостроительству,"В обзоре будут представлены дореволюционные издания, журналы советского периода, журналы 1990 – 2010-х годов. ","<p>В обзоре будут представлены дореволюционные издания, журналы советского периода, журналы 1990 &ndash; 2010-х годов.</p>
<p>В последние годы наблюдается увеличение количества запросов от читателей, связанных с архитектурой и градостроительством. В обзоре журналов будет представлена история изданий, рассмотрена проблематика и особенности журналов</p>"
416,208,en,Magazines оverview,Magazines оverview,<p>&nbsp; Magazines оverview</p>
417,209,ru,Книжно-иллюстративные выставки из цикла «Юбилеи года» в апреле,"Отдел Абонемента РГБИ проводит в апреле выставки посвященные юбилеям: Б.А. Ахмадулиной, Леонардо да Винчи, В.П. Соловьёва-Седого","<p>Отдел Абонемента РГБИ проводит в апреле следующие выставки :</p>
<ul>
<li>
<p>К юбилею Б.А. Ахмадулиной &laquo;Потом я вспомню, что была жива&hellip;&raquo;.</p>
</li>
<li>К юбилею Леонардо да Винчи &laquo;Загадка Леонардо&raquo;</li>
<li>К 110-летию со дня рождения &laquo;Пути-дороги В.П. Соловьёва-Седого&raquo;</li>
</ul>"
418,209,en,book exhibition,book exhibition,<p>book exhibition</p>
419,210,ru,Конкурс детского рисунка «Жил-был манул»,В Год экологии РГБИ проводит конкурс на лучший детский рисунок об исчезающем виде кошачьих – мануле.,"<p>В Год экологии РГБИ проводит конкурс на лучший детский рисунок об исчезающем виде кошачьих &ndash; мануле.</p>
<p>В этом году РГБИ взяла под свою опеку манула &ndash; пушистого обитателя Московского зоопарка. В настоящее время дикий кот манул занесен в Международную и Российскую Красные книги. Довольно долго манул был талисманом Московского зоопарка и изображался на его эмблеме.</p>
<p>РГБИ дарит новую возможность популяризации этого животного, организовав конкурс детского рисунка Акцию поддержали Московский зоопарк, Московский театр юного зрителя, Московский государственный академический детский музыкальный театр им. Н.И. Сац, Театр им. В. Маяковского, издательство &laquo;Белая ворона&raquo;, подготовившие свои призы победителям. Лучшие работы украсят выставку в Московском зоопарке.</p>"
420,210,en,drawing contest,drawing contest,<p>drawing contest</p>
421,211,ru,Выставка литографий из фондов РГБИ «Русский военный мундир Николаевской эпохи» в г. Екатеринбург,"Выездная выставка представит иллюстрации из фондов РГБИ, которые имеют особую ценность. Они являются фрагментами редчайшего императорского экземпляра многотомного издания «Историческое описание одежды и вооружения российских войск», изданного в 40-60-х годах XIX века.","<p>Выездная выставка представит иллюстрации из фондов РГБИ, которые имеют особую ценность. Они являются фрагментами редчайшего императорского экземпляра многотомного издания &laquo;Историческое описание одежды и вооружения российских войск&raquo;, изданного в 40-60-х годах XIX века. Над этим изданием в течение 22 лет работали лучшие российские художники-баталисты: К. Пиратский, Л. Белоусов, А. Зауервейд и др.</p>"
